스킬ID,스킬,Target Scope,Target Tags
31144,2023년 음력 7월 운세 보고서,ALL,"NEW_YEAR, OVERALL"
32361,취업의 최종 합격부터 직장 생활까지,ALL,CAREER
26749,[초반무료]이 썸의 미래#속마음,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
26089,그 사람 속마음 (10카드),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
47770,"[페이백] 💵 재물운 분석 완결판: 부업, 재테크, 귀인",ALL,WEALTH
26472,2023년 4월 운세 보고서,ALL,"NEW_YEAR, OVERALL"
36055,그 사람이 숨기려하는 것과 말하고 싶어하는 마음,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
2454,내 연애가 오래 못 가는 이유,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
32363,"🏃‍♂️그사람행동운: 그 사람이 내게 할 다음 행동?🌝 재회/사귀는 관계 진전?👩‍❤️‍👨혹은 파국?☠️ #커플 #짝사랑 #썸 #이별 #재회까지 (7카드, 8500자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
28370,나를 향한 그 사람의 진짜 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
43877,[페이백] 사주로 보는 결혼 : 그 사람의 본심 👤,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_MATCH"
25410,"2023년, 내 연애운이 꽃피는 시기","LOVE_SINGLE, LOVE_COUPLE","LOVE_GENERAL, NEW_YEAR"
26170,[썸연애운] 지금 그사람의 진짜 속마음💖,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
52888,하반기 무물타로: 10카드 스프레드,"LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
49920,연애 무물 타로: 10카드 스프레드,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
25429,왜 나는 매번 짝사랑에 그칠까?,LOVE_SINGLE,LOVE_NEW
37872,[판밍밍 추천] 3개월 안에 다시 만날 수 있을까?,LOVE_SINGLE,LOVE_REUNION
29358,그 사람의 속마음& 1주일 안에 보일 행동 ❤️,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27347,그 사람과 어떻게 될지 알려줄게요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
42429,[히든스킬] 절대 놓치면 안 될 결혼 상대와 시기는?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_NEW"
27092,그 사람의 속마음을 자세히 알려줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26152,"🍒 한달 내로 그 사람에게 연락이 올까? 🍒 (짝사랑, 썸, 재회)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
26512,[짝사랑] 짝사랑하는 그사람 속마음,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
25788,헤어진 그 사람이 나에게 보내고 싶은 편지💌,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
33647,(추천할인) 2024년 놓치면 안 될 3번의 기회,ALL,NEW_YEAR
24574,궁합운 : 그 사람과 나의 궁합,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
2182,고백 잘하는 법,LOVE_SINGLE,LOVE_NEW
17905,연애를 시작하기 어려운 이유,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
51500,[창광_25하반기] 1개 구매자 추가 할인,"LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
25854,그 사람은 이 관계를 어떻게 하고 싶은 걸까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
29793,사이드잡 성공 5-STEP 프리패스,"LOVE_SINGLE, LOVE_COUPLE",
27971,"우리, 결국 사귈 수 있을까?","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_NEW"
42034,[창광_24하반기] 2개 구매자 추가 할인,"LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
25988,그사람과 현실적인 연애가능성(썸 연애운🌸),LOVE_SINGLE,LOVE_NEW
26332,그 사람에게서 연락이 올까?📮,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
32359,관계 흐름: 그 사람과 나의 3개월 뒤 미래는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25846,그 사람의 무의식 속 마음과 우리가 만나게 된 이유,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25331,[3인 할인] 2023년 신년운세 보고서,ALL,"NEW_YEAR, OVERALL"
27908,앞으로 그 사람과 나는 어떤 관계가 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25650,"[썸, 짝사랑] 2023년, 그 사람과 어떻게 될까?",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, NEW_YEAR"
26354,그 사람 재회 원할까?,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
28815,그 사람과 너의 운명을 읽어줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
39851,"임신심화운👼🪽내 아이 만날 가능성, 성별, 성격, 재능, 직업, 진로, 어떤 아이일까? (7카드, 12000자)","LOVE_SINGLE, LOVE_COUPLE","CAREER, FAMILY"
26641,올 해 안에 솔로탈출 할 수 있을까?,LOVE_SINGLE,LOVE_NEW
26645,그 사람이 당신에게 하고 싶은 말을 알려줄게요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
44277,🪫질문권 추가 충전 (3개),"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
26409,"[연락운] 그사람, 언제 연락 올까?",LOVE_SINGLE,"LOVE_NEW, LOVE_REUNION"
21149,(추천할인) 재회 가능성 있을까?,LOVE_SINGLE,LOVE_REUNION
17413,짝사랑을 포기하지 못 하는 이유,LOVE_SINGLE,LOVE_NEW
27217,그 사람은 날 어떻게 볼까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
30483,"😍애정비교: 그사람이 더 날 사랑할까?내가 더 사랑할까? 👀 💝 #썸 #짝사랑 #커플 #이별 #재회 모두 (7카드, 8000자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
31534,천기누설 : 하늘에서 부여받은 타고난 나의 모습,"LOVE_SINGLE, LOVE_COUPLE",
28382,현재 나를 좋아하고 있는 이성이 있을까? ❤️,"LOVE_SINGLE, LOVE_COUPLE",
26357,그 사람이 너에게 하고 싶은 이야기,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25967,💘[솔로연애운] 나에게 곧 다가올 새로운 사랑!,LOVE_SINGLE,LOVE_NEW
26276,그 사람 속마음 [심화편] | 유히로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
33454,차마 꺼내지 못한 진짜 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
22595,(추천할인) 사업운 vs 직장운 : 경제적 자유 누리는 법,ALL,CAREER
25470,앞으로 흘러갈 그사람과의 흐름,"LOVE_SINGLE, LOVE_COUPLE",
29206,앞으로 그 사람의 속마음과 행동은 뭘까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26167,그 사람의 날 향한 첫 감정/ 지금의 감정,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
47902,[특별페이백] 2025년 솔로 탈출 시기,LOVE_SINGLE,"LOVE_NEW, NEW_YEAR"
27120,그 사람도 당신을 보고 싶어 하는지 알려줄게요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26650,곧 나에게 운명적으로 다가 올 사랑❕,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
28564,"심층재회연락운: 누가 먼저 연락해서 재회가 될까?(7카드, 6000자)",LOVE_SINGLE,LOVE_REUNION
35891,손금으로 보는 나의 역린(逆鱗),"LOVE_SINGLE, LOVE_COUPLE",
24044,사주 살풀이: 타고난 살과 2023년의 살 | 김밀구,ALL,NEW_YEAR
25825,2023년 3월 운세 보고서,ALL,"NEW_YEAR, OVERALL"
17674,나는 퇴사 준비가 됐을까?,ALL,CAREER
25635,나는 도화살이 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
2167,이 주의 건강운,"LOVE_SINGLE, LOVE_COUPLE",
19364,2022년 신년운세 보고서(LITE 이용후 전환),ALL,"NEW_YEAR, OVERALL"
25785,그 사람과 나는 그린라이트일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
33484,그 사람 앞으로 어떻게 행동할까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27281,그 사람도 나와 같은 감정일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
29125,"우리 다시 만날 수 있을까? (feat. 재회, 연애, 이별)",LOVE_SINGLE,LOVE_REUNION
35692,"핵심👼재회운 : 재회 할 마음이 있는 걸까? 상대방 속마음, 그 사람 행동력, 재회 시기✨(5카드 6400자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
25466,"내 마음 속, 그사람의 속마음은?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
24709,"[썸, 짝사랑] 2023년, 그 사람과 어떻게 될까?",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, NEW_YEAR"
31337,[재회] 우리 다시 만날 수 있을까? 재회 가능성(%),LOVE_SINGLE,LOVE_REUNION
37574,"☠️핵심 바람운 : 나 외의 다른 사람이 있을까?☠️(1카드, 1350자)#썸 #커플 #남친 #전남친 #이별 #재회 모두 가능",LOVE_SINGLE,"LOVE_CRISIS, LOVE_NEW, LOVE_REUNION"
35826,중년 이후 찾아올 사랑: 남은 연애 상대 몇 명일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
52258,[특별할인] 2025 을사년 하반기 애정운,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
29162,"연락할 생각이 있다vs없다 , 연락이 온다vs안온다 ❤️",LOVE_SINGLE,LOVE_REUNION
30511,사주팔자 : 타고난 내 귀인복,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
29804,겉궁합+속궁합💝궁합할인패키지,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
33636,반드시 알아야 할 그 사람 속사정,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28927,"애매한 그 사람, 어장관리일까? ❤️","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
29691,현재 나를 속으로 좋아하고 있는 이성❤️,"LOVE_SINGLE, LOVE_COUPLE",
26223,그 사람과 나는 앞으로 어떻게 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27420,그 사람은 나를 얼마나 좋아할까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
31604,"👩‍❤️‍👨다음연애운 : 내게 푹 빠져 매달리게 될 운명적인 다음 인연, 누구일까 💘👀 #솔로운 (7카드, 7500자 )",LOVE_SINGLE,LOVE_NEW
28103,"재회운, 연락운 : 언제까지 기다려야 하나요?",LOVE_SINGLE,"LOVE_NEW, LOVE_REUNION"
30479,나를 향한 그 사람의 솔직한 감정은 뭘까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
34686,사랑의👩‍❤️‍💋‍👨 깊이 : 그 사람의 진심은? 가벼운 마음일지 운명의 상대로 여길 지 알려드려요 (4카드 5500자) #커플 #썸 #짝사랑 #재회 모두 가능,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
26336,궁금한 그 사람의  진짜 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
19527,(추천 할인)네이탈 차트: 내 타고난 성격 리포트,"LOVE_SINGLE, LOVE_COUPLE",
35598,"지금 연애운💘날 지금 사랑하고 있는 사람😎어떤 사람? 관계 진전 흐름까지 #커플 #썸 #짝사랑 #재회 모두 가능 (5카드, 6000자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
32991,"🫢그사람찐💝감정: 내게 말하지 않은 찐 감정💝끌렸던 이유, 느끼는 감정, 관계적인 목표와 관계흐름까지 (7카드,9000자)  #재회 #썸 #짝사랑#커플 모두",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
56185,2026년 신년운세: 궁금한 건 다 봐주는 신년 타로,ALL,NEW_YEAR
25730,그 사람의 현재 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28004,2023년 5월 운세 보고서,ALL,"NEW_YEAR, OVERALL"
26160,[재회운] 우리 다시 시작할 수 있을까?,LOVE_SINGLE,LOVE_REUNION
34774,"🥹그리움운: 나를 얼마나 그리워할까? 먼저 다가올까? 재회가 잘 될 수 있을까? (5카드 ,6500자) #썸 #이별 #재회 #이별 #다툼 #커플 모두",LOVE_SINGLE,"LOVE_NEW, LOVE_REUNION"
27904,그 사람은 나를 얼마나 보고싶어 할까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25306,"앞으로 한 달 안, 내 앞에 나타날 인연👩‍❤‍👨",LOVE_SINGLE,LOVE_NEW
26186,[서브컬쳐 ONLY] 우리는 맞관일까?,"LOVE_SINGLE, LOVE_COUPLE",
19007,🎉 사전예약 D-0 🎉 2021년 하반기 운세 Premium,ALL,NEW_YEAR
26113,그 사람이 너에게 하고 싶은 말,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27772,그 사람과 연인이 될 수 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26143,나만의 소울메이트💘,"LOVE_SINGLE, LOVE_COUPLE",
39425,[깜짝 타임세일] 내 인생의 귀인 + 운명의 상대는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
28188,그 사람의 진짜 마음은 뭘까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26754,그 사람도 날 생각하고 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
19261,[할로윈 프로모션] 2022년 솔로탈출시기,LOVE_SINGLE,"LOVE_NEW, NEW_YEAR"
33485,그 사람의 속마음 3가지는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26809,그가 숨기고 싶어하는 것과 말하고 싶어 하는 것,"LOVE_SINGLE, LOVE_COUPLE",
33417,"🙏딥속마음운: 내가 자길 좋아한다고 생각할까?그 사람이 다가올까 내가 다가갈까?(7카드, 8800)#커플 #재회 #썸 #짝사랑 #이별 모두 가능",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
28903,그 사람에게 너는 어떤 존재인지 알려줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26104,현재 나의 합격운과 성공운은 ?,"LOVE_SINGLE, LOVE_COUPLE",CAREER
26493,앞으로 그 사람과 어떻게 될지 알아볼게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26476,다른 사람들이 보는 나만의 매력💋,"LOVE_SINGLE, LOVE_COUPLE",
30691,내 무의식과 진짜 모습,"LOVE_SINGLE, LOVE_COUPLE",
26106,그사람은 지금 나를 어떻게 생각할까?,"LOVE_SINGLE, LOVE_COUPLE",
25772,그 사람의 진짜 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
30322,그 사람이 숨기는 진심 (10카드),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25750,(추천할인) 인생역전 3대운 풀이: 대운은 언제 들어올까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
43321,해몽테스트_통합결제_B,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
30346,[프로모션] 타고난 부(富) + 사주로 보는 재테크 비법,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
19211,종강 전에 연애할 수 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
30611,"그 사람과 나의 관계는 언제, 어떻게 될까?","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_NEW"
31469,그 사람은 언제 연락이 올까?,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
26751,"이직운,퇴사운,직장운의 모든 것",ALL,CAREER
27812,나는 상대방의 이상형일까? ❤️ 상대방이 본 내 이미지와 매력 ❤️,"LOVE_SINGLE, LOVE_COUPLE",
29752,그 사람이 차마 말하지 못한 진심은?💌💗,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32525,"🧐근황운: 헤어진 그 사람, 어떻게 지내고 있을까?😃 내 생각은 할까?🥹 재회 가능성까지( 7카드, 만오백자 )",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
26121,"그 사람, 다시 만날 수 있을까",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
25857,헤어진 그 사람과 재회 할 수 있을까?,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
25496,내가 좋아하는 이성의 속마음,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26222,앞으로 그 사람의 행동을 알려줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28037,사주로 보는 내 인생 총운,ALL,OVERALL
26396,다시 만날 수 있을까?,LOVE_SINGLE,LOVE_REUNION
25849,좋아하는 그 사람의 속마음은? | 유히로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27344,그 사람이 예측하는 내 마음과 감정을 알려주겠댱!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28697,그 사람이 너에게 꼭 하고 싶은 말,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
17641,그 사람 성격 분석 보고서,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, OVERALL"
43851,"[페이백] 이별, 그 후… 너와 나의 속마음","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_REUNION"
57109,[창광_26신년] 1개 구매자 추가 할인,ALL,NEW_YEAR
2432,권태기 극복하는 법,LOVE_COUPLE,LOVE_CRISIS
25792,[연락운] 연락할까 말까?,LOVE_SINGLE,LOVE_REUNION
4342,별자리 성격 분석 레포트,"LOVE_SINGLE, LOVE_COUPLE",
29522,"인연운 : 우리 인연은 어디까지 이어질까?( 7카드, 5500자 이상)-#이별 #재회 #썸 #관심남녀 #지인 #커플 #헤어진 사람 👀 모두 😄",LOVE_SINGLE,"LOVE_NEW, LOVE_REUNION"
35989,"매력심화운🧚당신만 모르는 그 사람이 환장하는 나의 매력, 과연 뭘까? 다른 이성들의 생각과 앞으로의 연애운도😃 (6카드 8500자)#솔로 #썸 #커플 #짝사랑 #이별 모두",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
26188,그 사람과 결국 사랑할 수 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26243,(추천할인) MBTI 종결 타로: 내 평생의 인연은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
33349,그 사람의 3가지 속마음 + 곧 하게 될 행동,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
54040,독이 되는 관계: 11카드 스프레드,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27607,앞으로 그 사람은 이렇게 행동할 거예요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25853,그 사람의 바람기는?,LOVE_COUPLE,"LOVE_CRISIS, LOVE_MATCH"
29489,그사람이 그대에게 고백 하고 싶은 말... #속마음 #진심,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
25835,그 사람의 속마음 vs 무의식 비교하기!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26757,"짝사랑, 그 사람은 날 어떻게 생각할까?",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
29359,"그 사람의 속마음과, 인연이 남았을까? ❤️","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27640,그 사람과 재회 가능할까?,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
33361,그 사람이 너에게 느끼는 감정/ 앞으로의 감정변화,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26536,당신이 궁금했던 그 사람의 속마음을 알려줄게요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26475,지금 현재 그사람의 진짜 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26027,그 사람의 속마음을 읽어줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27343,"재회결혼운: 그 사람이 내 마지막 운명의 짝일까?(6카드, 5000자)",LOVE_SINGLE,"LOVE_MARRIAGE, LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
2256,내게 맞는 다이어트 방법은?,"LOVE_SINGLE, LOVE_COUPLE",
38143,그 사람이 앞으로 보여줄 행동,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27508,미처 말하지 못한 그대를 향한 진심... #속마음,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
29687,곧 나와 만나게 될 필연의 특징과 시기 ❤️,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
26506,"내가 먼저 고백/대시 한다면, 우리 사귈 수 있을까?",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
26360,"그 사람, 내가 보고 싶을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
34735,사주팔자: 하늘이 내려준 나의 미래 배우자는?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, OVERALL"
27673,"관계운: 우리 인연은 운명일까? 아닐까?(6카드, 6000자)","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25335,지금 나에 대한 그 사람의 감정은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
44276,🪫질문권 추가 충전 (1개),"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
26651,이 사람이 나의 운명의 짝일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
28830,그 사람과 나는 미래에 어떻게 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
22789,아무리 쉬어도 2% 부족한 이유는?,"LOVE_SINGLE, LOVE_COUPLE",
30150,그 사람의 숨겨진 속마음은 뭘까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
22889,(트랙킹용) 2023년 신년운세 보고서 부적 1개,ALL,"NEW_YEAR, OVERALL"
25480,나의 다음 연애 상대는? (새로운 이성의 등장),LOVE_SINGLE,LOVE_NEW
32689,2023년 음력 9월 운세 보고서,ALL,"NEW_YEAR, OVERALL"
23221,직접 뽑아보는 다음 달 운세,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
29205,그 사람은 나에게 호감을 느낄까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
24308,사주팔자로 나의 장단점 알아보기,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
34715,재회에 대한 그 사람의 속마음 (재회운),LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
34571,(추천 할인) 2024년 솔로 탈출 시기,LOVE_SINGLE,"LOVE_NEW, NEW_YEAR"
39159,[24년 삼일절 연휴] 타고난 결혼운 + 내 운명의 상대,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_NEW, NEW_YEAR"
26466,"그 사람, 나를 그리워하고 있을까? 다시 만날 가능성은?",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
43582,[특별페이백] 운명의 상대 공략법,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
31239,그 사람과 너의 연애 흐름을 말해줄게!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36616,짝사랑하는 그와 당신의 미래를 알려드립니다.(총3000자)💎💍#팩트폭력,LOVE_SINGLE,LOVE_NEW
33488,곧 너에게 할 3가지 행동은?,"LOVE_SINGLE, LOVE_COUPLE",
29999,"😍그사람속마음: 그 사람 나 좋아하나? ❤️ 솔로, 재회, 커플 모두 가능 🤭 #썸남 #전남친 #지인 등 👀속마음과 이후 계획(7카드, 7800자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
30693,"지금, 그 사람도 내 생각 할까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
24506,(추천할인) 내 아이는 출세할 사주일까?,"LOVE_SINGLE, LOVE_COUPLE",FAMILY
31963,사주팔자 속 숨겨진 상대방의 진짜 모습,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
42985,"임신👼성별운: 앞으로 만날 우리 아이 딸일까? 아들일까? (1카드, 3000자) #임신 #성별 #타로 #타로임신운",LOVE_COUPLE,FAMILY
28977,그 사람은 나와 연애할 생각 있을까? ❤️,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32989,"그 사람과 다시 만날 수 있을까? (연락, 재회 가능성과 시기)",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
33455,그 사람과 나의 미래는 어떨까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
33483,"재회 💝 끌어당김운: 멀어진 상대방의 진짜 재회에 대한 속마음, 조언, 재회여부까지 #짝사랑#전남친#전여친#썸녀#썸남#썸#재회#이별 모두(6카드,8000자)",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
26538,그 사람이 당신을 좋아하는지 알려줄게요!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26176,[결혼운] 나의 결혼운💍(내 결혼의 모든것),"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_NEW"
43322,해몽테스트_통합결제_C,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
27121,딱 말해! 너 나 좋아햐냥?!,"LOVE_SINGLE, LOVE_COUPLE",
18136,풀리피의 타로 클래스,"LOVE_SINGLE, LOVE_COUPLE",
26278,그 사람 아직 나한테 미련 있을까? | 유히로,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
43679,[창광] 2개 구매자 추가 할인 (2025년 신년운세 통합본),ALL,"NEW_YEAR, OVERALL"
43320,해몽테스트_통합결제_A,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
33525,"👀💭재회특파원: 미래에서 보고 왔어요, 재회했는 지, 어떤 관계일 지 다 알려드려요 #재회운 #이별 #헤어짐 #연락운 #인연",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
25597,한 달 안에 들려올 희소식#행운파워UP,"LOVE_SINGLE, LOVE_COUPLE",
35438,[깜짝 타임세일] 내 사주에 연애 상대 몇 명 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
26205,간단 재회운: 30일 내로 재회할 수 있을까?,LOVE_SINGLE,LOVE_REUNION
30052,그 사람과 나의 관계운,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26914,[데일리] 오늘은 연락이 올까?,LOVE_SINGLE,LOVE_REUNION
31148,그사람이 그대에게 하고싶은 고백❤️ #속마음,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
31568,우리는 어떤 관계가 될까?#커플가능성예측,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
21998,[행운의 사다리] 그 사람 속마음 [심화편],"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26226,"재회운, 그 사람을 다시 만나려면?",LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
30249,그 사람은 나에게 어떻게 행동할까? 관계 변화는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
37738,사주로 보는 우리 모임 궁합은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
34137,사주팔자: 사주로 보는 나의 치명적 매력은?,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
