스킬ID,스킬,Target Scope,Target Tags
37115,🎄열정적으로 나에게 다가올 사랑🌸❤️‍🔥 #타로라포,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
35865,결혼운 풀이: 상대 외모와 성격은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MARRIAGE
39026,나만 모르는 그사람의 진심은 무엇일까?❣️💗 #데아타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28173,걔도 지금 나 보고 싶을까? | 이미담,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35594,그 사람 내게 어떤 마음일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35216,관계 변화: 곧 생기는 일은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
30020,걔는 나를 연애 상대로 볼까? | 융나,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
54073,"그사람, 나에 대한 진심은 어느 정도일까? #월하","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
39654,유독 당신에게 플러팅하는 그 남자 속 마음,"LOVE_SINGLE, LOVE_COUPLE",
37088,새롭게 시작될 2024년도 나에게 생길 좋은 일은?🐉🐲#데아타로,ALL,NEW_YEAR
25752,내 성공의 속도를 올리려면 꼭 해보세요,"LOVE_SINGLE, LOVE_COUPLE",
24003,(추천할인) 2023년에 솔로 탈출할 수 있을까?,LOVE_SINGLE,"LOVE_NEW, NEW_YEAR"
54469,"🪭타로&오방기: 우리의 인연, 이 사랑의 결말은...","LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39793,(업셀링_3번위기) 사주로 보는 적령기: 지금 따르는 길운은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_CRISIS
35204,"날 좋아하는 사람, 그 사람 맞을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
50809,"🪭타로&오방기: 나만 짙어진 감정일까, 그 사람은 내 마음 눈치 챘을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
27081,"다음 연애 언제, 어디서 시작될까? | 미나상","LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
33554,2025년은 그 사람과 어떨까?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
31907,이별 실감: 우리가 헤어진 진짜 이유 | 리니,LOVE_SINGLE,LOVE_REUNION
19104,片思い…続ける？やめる？,"LOVE_SINGLE, LOVE_COUPLE",
30095,나는 어떤 사람과 맞을까?,"LOVE_SINGLE, LOVE_COUPLE",
26432,이번주 나의 우울감을 낮춰줄 방법🤗,"LOVE_SINGLE, LOVE_COUPLE",
39356,💌곧 생길 좋은 변화 🎉🎉🎊#타로라포,"LOVE_SINGLE, LOVE_COUPLE",
33651,절대 사기 당하지 않는 부동산 계약 필승법,"LOVE_SINGLE, LOVE_COUPLE",
55822,박향옥 2026 신년 리터치,ALL,NEW_YEAR
38169,답답한 내 인생의 전환점이 되는 사건🍷🍾🍸  #샐리타로,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
37116,그 사람의 시선은 어딜 보고 있는 걸까? #아이비스,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36659,날 마음에 둔 사람은 누굴까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
36585,재회운: 날 얼마나 생각할까?,LOVE_SINGLE,LOVE_REUNION
35435,그 사람이 전하고 싶은 마음과 행동,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18982,내 사주 오행에 어울리는 향수는?,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
36692,속마음과 관계: 어떤 사이가 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36430,겉으로 표현 못하는 진심은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35797,나만 모르는 그 사람 진심은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
37941,우리의 재회 가능성은 얼마나 될까,LOVE_SINGLE,LOVE_REUNION
37547,2024년 갑진년!!! 신년운세,ALL,NEW_YEAR
50410,"연애궁합운💘👼 너랑 나랑 연애하면 어떨 것 같아? 😀🍑(3카드, 8800자) #연애타로 #궁합타로 #연애궁합타로 #궁합 #궁합운 #라망타로","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32104,그 사람 속마음 [심화편] | 이승현,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18857,3カード：この片思い、叶うかな？,"LOVE_SINGLE, LOVE_COUPLE",
37148,"2024년, 나에게 다가올 운명적 사랑과 시기!","LOVE_SINGLE, LOVE_COUPLE","LOVE_GENERAL, NEW_YEAR"
30556,3개월 안에 다시 만날 수 있을까? | 추단비,LOVE_SINGLE,LOVE_REUNION
24767,[협력유통] 2023년 나에게 찾아올 12가지 행운 | 타로아브니,ALL,NEW_YEAR
24641,"찾았다, 내 감정: 랜덤으로 뽑는 오늘의 감정카드","LOVE_SINGLE, LOVE_COUPLE",
41236,[적중 100%] 나이대별 나에게 다가 올 신의 기운은?,"LOVE_SINGLE, LOVE_COUPLE",
35990,신년: 2025년 그 사람과의 관계,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
36521,"그 사람, 내 솔탈 상대 맞을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
40675,"{{시스템_지금몇년}}년, {{이름}}님에게 다가올 인연","LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
19070,私の気持ちに気づいてるかな？,"LOVE_SINGLE, LOVE_COUPLE",
33245,"전월세 계약 ""이것""만은 꼭 체크하기","LOVE_SINGLE, LOVE_COUPLE",
36431,속마음: 미래 흐름과 관계 변화,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
44141,조상님이 그대만을 위하여 주는 선물 🎀🎁,"LOVE_SINGLE, LOVE_COUPLE",
46913,"그 사람은 왜 지금까지 연락을 안 했을까? 깨진 썸, 전 애인",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW, LOVE_REUNION"
24650,"(추천 할인) 꼬리에 꼬리를 무는 생각, 이젠 그만","LOVE_SINGLE, LOVE_COUPLE",
36928,연락의 속사정: 진짜 속마음,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
19295,타고난 결혼운 + 내 운명의 상대 (비트윈),"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_NEW"
34060,그 사람은 나를 좋아할까? 앞으로 관계는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32982,이별 극복을 위한 특급처방,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
34068,"그 사람, 나를 어떻게 생각할까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
33606,100%먹히는 플러팅 비법,"LOVE_SINGLE, LOVE_COUPLE",
53116,그 사람 뼛속까지 궁금한 속마음(6개카드),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
50281,🪭타로&오방기: 나에게 곧 설레임으로 다가올 사람은?,"LOVE_SINGLE, LOVE_COUPLE",
50179,그 사람의 진짜모습!!(4000자 이상),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
46748,이 직장에서 좀 버틸까요?,"LOVE_SINGLE, LOVE_COUPLE",CAREER
25979,자존감 오라클 카드 3장 뽑기,"LOVE_SINGLE, LOVE_COUPLE",
25970,나와 벚꽃놀이 데이트를 할 사람은..?!,"LOVE_SINGLE, LOVE_COUPLE",
18667,우리의 연애성향 궁합은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
52357,그 사람 의외의 속마음,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
44701,11월 12월 나에게 생길 일,"LOVE_SINGLE, LOVE_COUPLE",
39620,우리 전생의 비밀과 카르마 ☸️🪷#허니비타로,"LOVE_SINGLE, LOVE_COUPLE",
35602,도대체 미래에 어떤 사이일까?,"LOVE_SINGLE, LOVE_COUPLE",
32690,【ポカ3枚】ついに出会う運命の人,"LOVE_SINGLE, LOVE_COUPLE",
50278,🪭타로&오방기: 지친 내 사랑의 결말은..,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
35280,반지훈 레벨2-10_할인결제,"LOVE_SINGLE, LOVE_COUPLE",
34770,나를 마음에 둔 그 사람은? 누구? 🤴🏻👸🏻(속마음)#아이비스타로,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_NEW"
27722,썸 어떻게 될까? | 톡신,LOVE_SINGLE,LOVE_NEW
51730,[애정부] 주술과 부적으로 그사람이 나를 사랑하게 만든다 🧧,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28170,걔는 나를 연애 상대로 볼까? | 이미담,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39587,재회운: 그 사람과 재회할 운명일까,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
40019,그 사람이 가진 재회에 대한 생각은?,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
34694,"그 사람과 친구, 연인 어떤 사이가 될까","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18987,오늘은 내가 주인공 20화,"LOVE_SINGLE, LOVE_COUPLE",
47209,환승이별한 그 사람... 미안해할까? 나에게 돌아올까?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_REUNION"
52423,[타로예언]곧 찾아올 새로운 사랑,LOVE_SINGLE,LOVE_NEW
47804,🙏상대방의 메세지(위험한 우리 사랑),"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39521,☸️돌고돌아 만나게 될 나의 운명(3300자 이상)❤️🤔 #타로라포,"LOVE_SINGLE, LOVE_COUPLE","LOVE_NEW, LOVE_REUNION"
30320,[프로모션] 내 아이는 출세할 사주일까? + 그 사람 사주풀이,"LOVE_SINGLE, LOVE_COUPLE","FAMILY, LOVE_MATCH"
51968,[팩폭] 나를 안볼때 그 사람이 하는 비밀 생각과 본심.,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
50740,당신과 깨진 후 그 사람의 숨은 본심과 현재 근황을 알려드려요.,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
50146,오늘 하루종일 당신이 생각한 그 사람의 속마음과 의도,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
40018,그 사람과의 미래와 관계: 어떻게 될까,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
44142,🙏알고싶어요:그사람 마음속에 내가 얼마나 있을까? (3400자~),"LOVE_SINGLE, LOVE_COUPLE",
42659,이 사람과 동업을 같이 해도 될까요?,"LOVE_SINGLE, LOVE_COUPLE",
36257,"그 사람이 숨긴 표현, 곧 할 행동은?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36039,"일주일간의 일, 연애, 금전의 흐름을 알려줄께! (일주일 운세)","LOVE_SINGLE, LOVE_COUPLE","LOVE_GENERAL, WEALTH"
29823,[컬렉션 뽑기 4회] 이별 실감: 우리가 헤어진 진짜 이유 | 람다람,LOVE_SINGLE,LOVE_REUNION
18942,슬픈일이 있으면 나에게 말해봐,"LOVE_SINGLE, LOVE_COUPLE",
36094,[속마음] 날 어떤 감정으로 대할까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35693,너는 왜 그런 행동을 하는거니?🍁#샐리타로,"LOVE_SINGLE, LOVE_COUPLE",
26181,그 사람에게 딱 맞는 선물,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
34773,뭐가 문제일까? 썸 그만타고 연애 하고싶어!  ❤️❣️💗 #데아타로,LOVE_SINGLE,LOVE_NEW
37541,재회 속마음: 재회하는 게 맞을까?,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
33268,퇴사하기 전 꼭 생각해야 할 것,"LOVE_SINGLE, LOVE_COUPLE","CAREER, LOVE_REUNION"
32693,우리가 이별해야 했던 진짜 이유,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
37348,그 사람이 한 달 안에 할 플러팅은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32110,심층 궁합: 그 사람과 사귀면 어떨까? | 이승현,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
24710,2023 나에게 필요한 마음가짐,ALL,NEW_YEAR
18949,오늘의 짤출석 GIF 포토 카드,"LOVE_SINGLE, LOVE_COUPLE",
36352,"그 사람 만날까, 말까... 만나도 괜찮을까","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35395,나의 힘든 운명을 바꿀 수 있는 팁!!💡💡#샐리타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
40017,나의 주변에 내게 관심있는 사람은?,"LOVE_SINGLE, LOVE_COUPLE",
36089,솔탈 얼마나 남았을까?,"LOVE_SINGLE, LOVE_COUPLE",
42229,🙏상대방에게 그대는 어떤 의미일까?(2800자~),"LOVE_SINGLE, LOVE_COUPLE",
35866,그 사람의 결정적 행동 3가지,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
40345,[할인!] 오늘의 타로카드 운세,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
41303,7월의 재회 확률 : __%,LOVE_SINGLE,LOVE_REUNION
34772,뭐지? 갑자기 신경 쓰이고...설레...💓💓(썸 가능?) #데아타로,LOVE_SINGLE,LOVE_NEW
55592,그 사람도 나를 좋아할까? #월령타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
54471,🪭타로&오방기: 그 사람도 같은 마음일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
54107,진짜 내 사람... 언제쯤 만나게 될까?🤔 #월령,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
53908,"🪭타로&오방기: 다가오는 인연, 그 사람이 가진 진짜 모습","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
51796,너랑 나는 예전으로 돌아갈 수 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
38468,그 사람과 어떻게 될까: 미래 풀이,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
55660,🪭타로&오방기: 지금 그 사람의 마음은🌙나를 향한 감정의 움직임(추가카드있음),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36929,날 좋아하는 게 맞을까? 운명 특징,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
2143,오늘의 솔로 연애운,LOVE_SINGLE,LOVE_NEW
34576,그 사람은 나의 어떤 모습을 좋아할까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
38697,"끝이 다가오는 것 같은 우리관계, 희망이 있을까요?🪄☀️#팩트폭격타로","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
29794,앞으로 그 일이 어떻게 될까?,"LOVE_SINGLE, LOVE_COUPLE",
19063,連絡がこない理由 ＋ 連絡してもいい？,"LOVE_SINGLE, LOVE_COUPLE",
53813,"🪭타로&오방기: 내 가장 예쁜 시간들에 함께했던 너, 그 안에 담긴 마음","LOVE_SINGLE, LOVE_COUPLE",
31610,나의 다음 사랑은 어떨까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
29826,[컬렉션 뽑기 3회] 좋아하는 그 사람의 속마음은? | 람다람,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
38200,속마음: 대체 어떤 마음일까,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
32462,이번 달 내게 반드시 찾아올 행운,"LOVE_SINGLE, LOVE_COUPLE",
22361,[CRM 히든] 타고난 부,"LOVE_SINGLE, LOVE_COUPLE",
35114,곧 생기는 일과 3개월 뒤 관계는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
19044,私たちは長続きする？,"LOVE_SINGLE, LOVE_COUPLE",
39261,"짝사랑 잘 풀릴까, 그 사람 마음 풀이",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
37843,너에게 난 나에게 넌🌈🦄#샐리타로,"LOVE_SINGLE, LOVE_COUPLE",
34740,곧 내게 다가올 행운,"LOVE_SINGLE, LOVE_COUPLE",
29986,[컬렉션 뽑기 4회] 선택 타로: 이 사람 계속 만나도 될까? | 총몇명,"LOVE_SINGLE, LOVE_COUPLE",
18951,달달한 보이스 채팅 - 연서,"LOVE_SINGLE, LOVE_COUPLE",
36289,아직 못다한 이야기... 🎠🎥#디오타로,"LOVE_SINGLE, LOVE_COUPLE",
44800,🐍2025년 🐍신년운세_총운_미리보기_금전_애정_일운_건강_조언,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR, WEALTH"
26521,[사전 예약] 또 나만 진심일까?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_REUNION"
45229,💌 헤어진 그 사람의 속마음/연락운/재회 가능성 💌,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
35167,그 사람 아직 나한테 미련 있을까? | 오지은,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
18763,고백 성공률 진단 + 고백 잘 하는 법,LOVE_SINGLE,LOVE_NEW
51434,"🪭타로&오방기: 지금 내 곁에, 나를 바라보는 눈빛이 있을까?","LOVE_SINGLE, LOVE_COUPLE",
50873,"🪭타로&오방기: 다음 인연, 나와 반드시 이어질 그 사람은 누구일까?","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_NEW"
49585,🙏상대방이 보내는 메세지 3가지(2800자~),"LOVE_SINGLE, LOVE_COUPLE",
47011,우리 관계 어디까지일까? (7카드 선택),"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
46121,"🪭그 사람의 예전 속마음, 현재 속마음","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_REUNION"
37017,🥃 X의 속마음을 3단계로 낱낱이 파헤쳐줄게 🥃,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
36091,"재회 할까, 친구로 남을까?",LOVE_SINGLE,LOVE_REUNION
50872,🪭타로&오방기: 그 사람도 나처럼 망설이고 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
37103,2024년 내가 만나야 하는 사람은?,ALL,NEW_YEAR
29828,[컬렉션 뽑기 2회] 먼저 연락 올 확률은? | 람다람,LOVE_SINGLE,LOVE_REUNION
44768,🙏현재 이순간 상대방의 속마음(2200~) 🤔❤️,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
30155,[고민 해결] 타로 카드 한줄 솔루션,"LOVE_SINGLE, LOVE_COUPLE",
27194,[협력유통] 심층 궁합: 그 사람과 사귀면 어떨까? | 타로즈,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26461,그 사람과 가까워 지려면?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
34936,"그 사람, 나한테 마음 있을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
37111,곧 내 앞에 보일 그 사람 행동,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
26492,[타로 독심술] IF 그 분과 상상연애를 한다면?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
36388,2025년 그 사람과 특별한 사이일까?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
36090,[관계운] 어떤 사이가 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35992,2025년 그 사람도 날 좋아할까?,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
50807,"🪭타로&오방기: 그 사람의 모든 감정, 차마 내게 전하지 못한 말","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
47836,너의 찐 속마음은 무엇일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
39025,기다리면 연락이 올까?🧸🪅#데아타로,LOVE_SINGLE,LOVE_REUNION
30024,그 사람 아직 나한테 미련 있을까? | 융나,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
51400,"🪭타로&오방기: 점점 차가워진 그 사람의 마음속, 진짜 감정은 무엇일까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
46417,"한 달 간 나의 연애운은? 좋은 사건, 주의해야 할 사건이 궁금해","LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
34115,[올인원 패키지] 백점 만점 집사되기,"LOVE_SINGLE, LOVE_COUPLE",
31901,짝사랑 이루어질까? | 리니,LOVE_SINGLE,LOVE_NEW
46021,🪭그 사람의 현재 속마음은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35436,"그 사람과 나, 어떤 일이 생길까",LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
19313,[수능 프로모션] 2022년 솔로탈출시기,LOVE_SINGLE,"CAREER, LOVE_NEW, NEW_YEAR"
19308,[지그재그] 2022년 솔로탈출시기,LOVE_SINGLE,"LOVE_NEW, NEW_YEAR"
28808,ENTP 유혹하기: ENTP 필승 공략법 [2단계],"LOVE_SINGLE, LOVE_COUPLE",
18936,스킬상세 미리보기용,"LOVE_SINGLE, LOVE_COUPLE",
18899,멘탈케어 영상 고르기,"LOVE_SINGLE, LOVE_COUPLE",
49750,그 사람의 철저한 침묵뒤의 숨은 본심과 이미 결정한 당신과의 결말,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
38929,연락 언제 올까: 연락운 풀이,LOVE_SINGLE,"LOVE_NEW, LOVE_REUNION"
43381,나의 결혼운 알아보기,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_NEW"
40313,나도  연애 하고 싶어,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
23158,화 풀어주는 법 | 김밀구,"LOVE_SINGLE, LOVE_COUPLE",
18145,날 좋아하면 왜 싫어질까?,"LOVE_SINGLE, LOVE_COUPLE",
50806,"🪭타로&오방기: 그 사람 마음 어딘가엔, 아직도 내 흔적.. 남아 있을까?","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
52192,"이번 이별은 진짜일까, 또 반복일까?💗💔❤️‍🩹💕💥","LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
39290,조만간 잘 될일의 소식이 궁금해!!!🎊🎉#타로하는 크리스탈힐러 레아,"LOVE_SINGLE, LOVE_COUPLE",
37243,관계운: 2025년 그 사람과 어떨까,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
35011,우리는 사랑일까?집착일까...?💗🤎#아이비스타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
35895,크리스마스에 다가올 인연과 사랑!!🎄🎅🏻#디오타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
42723,나에게 잘해주는 너 날 좋아해서 그러는거야? 아님 다른 이성한테도 잘해주는거니?,"LOVE_SINGLE, LOVE_COUPLE",
25774,당신에게 꼭 필요한 행운을 불러옵니다,"LOVE_SINGLE, LOVE_COUPLE",
33229,블로그 수익화 백과사전 Q&A 전자책,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
43745,🙏곧 내가 경험할 연애사건(3000자이상~),"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39789,부적 업셀링 트래킹용 (3000원),"LOVE_SINGLE, LOVE_COUPLE",
35603,나의 솔탈 상대는 누구일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
35431,내게 관심있는 사람의 특징은?,"LOVE_SINGLE, LOVE_COUPLE",
31210,내가 키우기 좋은 애완동물은 뭘까?,"LOVE_SINGLE, LOVE_COUPLE",
28387,그 사람의 진심 -재회 편-,LOVE_SINGLE,"LOVE_MATCH, LOVE_REUNION"
18810,썸 추진력 테스트,LOVE_SINGLE,LOVE_NEW
51963,[팩폭] 나를 무참히 상처준 그 사람이 받게될 벌.,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
41269,2024년 6월 연애운+속마음,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR"
38532,너 돌아올 마음은 있는거니?🛤️🩹#샐리타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
34318,나의 퍼스널 매력과 이상형은?,"LOVE_SINGLE, LOVE_COUPLE",
56284,나의 진짜 인연은 어디에서 뭐 하고 있을까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
55658,🪭타로&오방기: 그 사람 마음속에 내 자리,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
35131,소름돋는 11월 솔로 연애&재물운,LOVE_SINGLE,"LOVE_NEW, WEALTH"
52588,곧 나를 찾아올 희소식은?,"LOVE_SINGLE, LOVE_COUPLE",
35171,나는 앞으로 몇 번 더 연애할 수 있을까? | 오지은,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
34406,그 사람의 이상형은 어떻게 될까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
28369,[결혼고민 프로모션] 그 사람과 나의 속궁합,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MARRIAGE, LOVE_MATCH, LOVE_NEW"
40380,붉은 실로 연결된 나의 운명적인 인연.홍연,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
31835,[포토카드 2장] 단호한 선택타로 - A vs B,"LOVE_SINGLE, LOVE_COUPLE",
54667,"🪭타로&오방기: 지금 나를 바라보는 눈길, 운명의 인연일까","LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
38413,나에게 따스한 봄날을 안겨줄 찐인연이 오는 시기!,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
34112,내 연애 성향 진단: 나와 잘 맞는 사람은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39588,운명처럼 다가올 미래 애인은?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39060,"그 남자랑 싸웠는데,헤어지자고 했어요. 진심일까요? 🦄🎀#팩트폭격타로","LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
38400,그와 나의 관계: 미래에 어떤 사이,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
25363,부모가 처음이라서 🥲 : 양육 유형 검사,"LOVE_SINGLE, LOVE_COUPLE",
26399,[사전 예약] S전자VS네카라 나는 어디에 더 맞는 사주일까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
54602,"그 사람 마음, 언제쯤 나를 향해 또렷해질까?","LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, LOVE_NEW"
42130,[펫타로] 천사가 된 반려동물이 천국에서 전하는 안부 인사,"LOVE_SINGLE, LOVE_COUPLE",
34394,[협력유통] 2024년 커플 관계 보고서 | 타로아브니,"LOVE_SINGLE, LOVE_COUPLE","LOVE_MATCH, NEW_YEAR, OVERALL"
42658,사랑했던 사람이여 나를 잊었나,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
42625,알고싶어요:상대방은 나를 얼마나 사랑할까?(3000자~),"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
40643,연락이  잘 안되는 진짜 이유는 무엇일까?,LOVE_SINGLE,LOVE_REUNION
36037,날 사랑하긴 해?💍💎 #디오타로,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
34335,올가을 직장운 궁금해!,"LOVE_SINGLE, LOVE_COUPLE",CAREER
38203,[추천할인] 그 운명의 러브 판타지,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
18812,동물로 알아보는 연애 유형 테스트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
39984,심쿵! 지금 당신 앞에 등장한 이성은 누구?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
