날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-28,00:12:15,$3974.31,"₩1,433.32","₩183,442","₩687,908","₩-3,162"
