날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-15,02:20:02,$4142.44,"₩1,427.95","₩190,440","₩714,150",₩-625
