날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-23,00:35:31,$4029.65,"₩1,429.91","₩185,505","₩695,644","₩-2,068"
