날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-19,18:22:39,$4248.73,"₩1,421.58","₩194,528","₩729,480",₩+0
