날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-18,18:52:47,$4248.27,"₩1,421.58","₩194,484","₩729,315",₩+0
