날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-14,03:29:58,$4104.70,"₩1,425.85","₩188,430","₩706,613",₩+988
