날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-23,22:30:12,$4145.85,"₩1,438.78","₩192,051","₩720,192","₩+1,411"
