날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-12,03:16:51,$4009.97,"₩1,429.04","₩184,579","₩692,172",₩+0
