날짜,시간,국제가(USD/oz),환율(USD/KRW),국내 기준가(KRW/g),국내 기준가(KRW/돈),전일대비
2025-10-30,00:13:46,$4010.31,"₩1,421.40","₩183,517","₩688,189","₩-1,623"
